date,temp,rain,sun
20220804,24.5,51,0.3
20220805,24.1,0,1.5
20220806,24.6,0,1.8
20220807,27.3,0.5,2.4
20220808,29.9,0,11.1
20220809,30.7,0,12.1
20220810,30.7,0,12.6
20220811,29.6,3.5,8.3
20220812,29.7,0,3.9
20220813,27.3,76,1.3
20220814,28.5,0,4.7
20220815,29.7,0,8.4
20220816,29.9,0,8.3
20220817,28.2,0,2.3
20220818,27,6,3.4
20220819,27.7,0,9.7
20220820,27.1,2,3.1
20220821,26.4,0.5,0.2
20220822,25.8,0,0.8
20220823,28.6,0,7.5
20220824,28.4,0,3.7
20220825,25.8,0,0.6
20220826,27.7,0,2.5
20220827,29.2,0,9.3
20220828,23.7,11.5,0.3
20220829,22.8,0,2.9
20220830,23.1,19,0.5
20220831,27.5,7,8.6
20220901,28.3,19,4.2
20220902,24.2,21.5,0
20220903,24.7,0,2.7
20220904,25.8,0,3.8
20220905,26.1,0,3.5
20220906,27.6,0,8
20220907,27.4,7,0.3
20220908,24.6,0.5,0.8
20220909,24.5,0,2.4
20220910,25,0,11.9
20220911,24.2,0,3.5
20220912,25.2,0,6.8
20220913,25.5,1.5,3.8
20220914,26.5,0,9.5
20220915,23.8,0,0.8
20220916,25.2,0,6.6
20220917,27.2,0,6.3
20220918,26.5,72.5,1.4
20220919,28.5,6,6.4
20220920,24.2,8.5,0.1
20220921,19.6,0,1.2
20220922,20.5,0,0.5
20220923,23.2,5,0.7
20220924,24.8,59,0.7
20220925,23.4,0,7.5
20220926,23.6,0,11.1
20220927,23.4,0,6.6
20220928,22.7,0,10.2
20220929,23,0.5,0.5
20220930,23.7,0,8.6
20221001,23.8,0,10.4
20221002,23.7,0,10.5
20221003,23.4,0,2.5
20221004,25.2,0,7.5
20221005,21,5.5,0.1
20221006,13.8,6.5,0
20221007,13,39.5,0
20221008,17,0,1.6
20221009,17.7,4,2.7
20221010,20.9,8.5,3.4
20221011,22.4,0,6.8
20221012,18.8,0,0
20221013,16.1,19.5,0
20221014,18.1,2,0
20221015,20.2,1,1.1
20221016,20.8,0,2.9
20221017,21.4,3,0.4
20221018,16.9,9,0.1
20221019,14.8,0.5,0
20221020,15.8,0,10.7
20221021,17.7,0,10.3
20221022,18.8,0,0.3
20221023,18.8,0,9.2
20221024,14.1,0,0.7
20221025,12.7,2.5,0
20221026,14.3,0,10
20221027,14.1,0,7
20221028,14.7,0,1.8
20221029,16.1,0,9.6
20221030,15,0,9.8
20221031,15.3,0,10.1
20221101,14.9,0,0
20221102,17.6,0,10.1
20221103,19.3,0,10
20221104,16.6,0,5.3
20221105,13.9,0,0.6
20221106,13.9,0,9.2
20221107,14.2,0,1.6
20221108,16.7,0,9.8
20221109,15.5,0,4.6
20221110,16,0,7.5
20221111,16.8,0,9.6
20221112,17.6,0,7.5
20221113,19.1,1,3.5
20221114,15.9,0,5.4
20221115,12,8,0
20221116,13.6,0,9.7
20221117,13,0,7.8
20221118,13.5,0,5.1
20221119,13.9,0,9.1
20221120,12.4,6.5,0
20221121,14.1,4.5,1.7
20221122,15.9,0,7.7
20221123,12.5,33,0
20221124,15.9,0,8.3
20221125,14.5,0,9.1
20221126,13.9,4.5,0.3
20221127,14,0,9.4
20221128,12.2,0,0.7
20221129,19,2,0.7
20221130,17.7,20.5,0.4
20221201,10.3,0,0
20221202,9.3,0,1.9
20221203,8.7,0,3
20221204,10.8,0,4.4
20221205,7.8,16,0
20221206,6.5,10.5,0
20221207,10.1,0,8.1
20221208,10.3,0,9.3
20221209,9.9,0,4.1
20221210,11.2,0,8.8
20221211,9.9,0,1.6
20221212,9.1,0,8.9
20221213,8.2,3,0.8
20221214,11.7,0,7.8
20221215,7.8,0,7
20221216,8.9,0,9.2
20221217,7.1,3,0
20221218,7.2,1,5.9
20221219,7.3,0,9.5
20221220,6.5,0,9.5
20221221,7.2,0.5,2.7
20221222,8.4,14,0
20221223,7,0,9.4
20221224,7.9,0,9.4
20221225,8.8,0,9.1
20221226,7.1,0,9.4
20221227,7.7,0,9.4
20221228,7.6,0,7.1
20221229,8.9,0,9.1
20221230,6.9,0,3.2
20221231,5.7,0,1.5
